timestamp,m_lat,m_lon,l_lat,l_lon,x,y,z,std,rssi0,rssi1,rssi2,rssi3,nsd0,nsd1,nsd2,nsd3,x_r,y_r,z_r,std_r,rssi0_r,rssi1_r,rssi2_r,rssi3_r,nsd0_r,nsd1_r,nsd2_r,nsd3_r
2026-05-21T08:40:44.767107,-20.93481,55.28929333,-20.93480047,55.28937176,6.69,-4.81,1.36,1,-59.76644516,-60.31629562,-55.94322968,-60.37056732,-92.23567963,-93.8245697,-91.65333557,-93.13254547,6.69,-4.81,1.36,1,-59.76644516,-60.31629562,-55.94322968,-60.37056732,-92.23567963,-93.8245697,-91.65333557,-93.13254547
2026-05-21T08:40:45.831961,-20.93481,55.28929333,-20.93480195,55.28937244,6.74,-4.89,1.19,1,-59.46189117,-59.92139435,-55.69225311,-58.78024292,-102.83314514,-102.91809845,-102.78933716,-102.92176056,6.74,-4.89,1.19,1,-59.46189117,-59.92139435,-55.69225311,-58.78024292,-102.83314514,-102.91809845,-102.78933716,-102.92176056
2026-05-21T08:40:46.883694,-20.93481,55.28929333,-20.93480332,55.28937283,6.78,-4.92,1.82,2,-115.70496368,-118.01200104,-116.85565186,-119.32548523,-101.52132416,-102.04922485,-102.29970551,-102.79073334,6.78,-4.92,1.82,2,-115.70496368,-118.01200104,-116.85565186,-119.32548523,-101.52132416,-102.04922485,-102.29970551,-102.79073334
2026-05-21T08:40:47.946725,-20.93481,55.28929333,-20.93480354,55.28937351,6.43,-5.38,1.22,1,-59.164711,-59.82846069,-58.94852448,-60.52099228,-100.98387146,-101.38201141,-100.19194031,-99.40686798,6.43,-5.38,1.22,1,-59.164711,-59.82846069,-58.94852448,-60.52099228,-100.98387146,-101.38201141,-100.19194031,-99.40686798
2026-05-21T08:40:49.013694,-20.93481,55.28929333,-20.93480422,55.28937364,6.34,-5.48,1.32,1,-60.96292877,-60.62011719,-58.39756393,-58.14252853,-100.63209534,-101.62104797,-99.81855774,-101.85655975,6.34,-5.48,1.32,1,-60.96292877,-60.62011719,-58.39756393,-58.14252853,-100.63209534,-101.62104797,-99.81855774,-101.85655975
2026-05-21T08:40:50.062331,-20.93481,55.28929333,-20.93480447,55.28937385,6.27,-5.64,1.31,1,-59.01519775,-59.17025375,-59.47171402,-60.8300972,-97.5107193,-100.87017059,-99.62016296,-99.7066803,6.27,-5.64,1.31,1,-59.01519775,-59.17025375,-59.47171402,-60.8300972,-97.5107193,-100.87017059,-99.62016296,-99.7066803
2026-05-21T08:40:51.107764,-20.93481,55.28929333,-20.93480158,55.28937369,5.64,-6.2,1.32,1,-58.83537674,-59.48878479,-60.91754532,-60.40227509,-95.7088623,-97.12123871,-97.06381226,-93.34729004,5.64,-6.2,1.32,1,-58.83537674,-59.48878479,-60.91754532,-60.40227509,-95.7088623,-97.12123871,-97.06381226,-93.34729004
2026-05-21T08:40:52.177170,-20.93481,55.28929167,-20.93480279,55.28937385,5.84,-6.08,1.36,2,-115.95972443,-114.74880219,-114.67337036,-118.5954895,-94.2720108,-93.03405762,-93.61454773,-96.050354,5.84,-6.08,1.36,2,-115.95972443,-114.74880219,-114.67337036,-118.5954895,-94.2720108,-93.03405762,-93.61454773,-96.050354
2026-05-21T08:40:53.242662,-20.93480833,55.28929167,-20.93480325,55.28937331,5.67,-6.3,1.27,1,-60.87718201,-59.10154724,-60.48094177,-58.79055405,-97.41147614,-98.49067688,-97.06620789,-100.49655151,5.67,-6.3,1.27,1,-60.87718201,-59.10154724,-60.48094177,-58.79055405,-97.41147614,-98.49067688,-97.06620789,-100.49655151
2026-05-21T08:40:54.289185,-20.93480833,55.28929167,-20.93480277,55.28937297,5.45,-6.49,1.36,1,-58.41503143,-59.61149597,-61.41062927,-61.22006989,-100.99854279,-101.54468536,-101.24810028,-101.60600281,5.45,-6.49,1.36,1,-58.41503143,-59.61149597,-61.41062927,-61.22006989,-100.99854279,-101.54468536,-101.24810028,-101.60600281
2026-05-21T08:40:55.336967,-20.93480833,55.28929167,-20.93480235,55.28937265,5.31,-6.55,1.74,0,-59.37659073,-59.05454636,-62.90704727,-60.57435608,-102.01093292,-102.16319275,-101.65104675,-102.5692749,5.31,-6.55,1.74,0,-59.37659073,-59.05454636,-62.90704727,-60.57435608,-102.01093292,-102.16319275,-101.65104675,-102.5692749
2026-05-21T08:40:56.392679,-20.93480833,55.28929167,-20.93479953,55.28937262,4.99,-6.86,1.27,0,-60.02635574,-58.76607895,-61.58264923,-59.22013855,-102.48834991,-103.36219788,-101.51947021,-103.28681946,4.99,-6.86,1.27,0,-60.02635574,-58.76607895,-61.58264923,-59.22013855,-102.48834991,-103.36219788,-101.51947021,-103.28681946
2026-05-21T08:40:57.431258,-20.93480833,55.28929167,-20.93479877,55.2893726,4.98,-6.86,1.27,0,-59.4839592,-58.97202682,-61.24568558,-58.50706482,-102.59133148,-103.1122818,-102.04942322,-103.31455994,4.98,-6.86,1.27,0,-59.4839592,-58.97202682,-61.24568558,-58.50706482,-102.59133148,-103.1122818,-102.04942322,-103.31455994
2026-05-21T08:40:58.499816,-20.93480833,55.28929167,-20.93479828,55.28937257,4.99,-6.86,1.45,0,-59.03252792,-59.31006241,-62.11101151,-60.72069168,-102.5225296,-102.95596313,-101.84255219,-102.74799347,4.99,-6.86,1.45,0,-59.03252792,-59.31006241,-62.11101151,-60.72069168,-102.5225296,-102.95596313,-101.84255219,-102.74799347
2026-05-21T08:40:59.566930,-20.93480833,55.28929167,-20.93479907,55.28937263,4.98,-6.86,1.27,1,-59.40454483,-60.12257004,-62.59894943,-60.33635712,-101.85109711,-102.91585541,-101.19176483,-102.06891632,4.98,-6.86,1.27,1,-59.40454483,-60.12257004,-62.59894943,-60.33635712,-101.85109711,-102.91585541,-101.19176483,-102.06891632
2026-05-21T08:41:00.623827,-20.93480833,55.28929167,-20.93480008,55.28937269,4.96,-6.83,1.5,0,-59.08058167,-59.84091187,-61.90943527,-59.62110138,-103.13635254,-103.33740997,-102.07175446,-102.86414337,4.96,-6.83,1.5,0,-59.08058167,-59.84091187,-61.90943527,-59.62110138,-103.13635254,-103.33740997,-102.07175446,-102.86414337
2026-05-21T08:41:01.679103,-20.93480833,55.28929167,-20.93480092,55.28937276,4.96,-6.83,1.5,0,-59.75593185,-59.25247955,-62.48980331,-59.24314117,-99.39574432,-101.01997375,-98.97115326,-100.64366913,4.96,-6.83,1.5,0,-59.75593185,-59.25247955,-62.48980331,-59.24314117,-99.39574432,-101.01997375,-98.97115326,-100.64366913
2026-05-21T08:41:02.753760,-20.93480667,55.28929167,-20.93480086,55.28937313,5.01,-6.9,1.23,0,-57.8509903,-58.38409805,-62.44187927,-58.82361603,-102.09845734,-101.86575317,-102.13201904,-103.11880493,5.01,-6.9,1.23,0,-57.8509903,-58.38409805,-62.44187927,-58.82361603,-102.09845734,-101.86575317,-102.13201904,-103.11880493
2026-05-21T08:41:03.827806,-20.93480667,55.28929167,-20.93480105,55.2893731,4.99,-6.86,1.5,0,-57.98872375,-59.79367447,-61.17406464,-58.85089493,-102.17049408,-102.77373505,-101.37116241,-102.58854675,4.99,-6.86,1.5,0,-57.98872375,-59.79367447,-61.17406464,-58.85089493,-102.17049408,-102.77373505,-101.37116241,-102.58854675
2026-05-21T08:41:04.892427,-20.93480667,55.28929167,-20.93479887,55.28939125,4.99,-6.86,1.31,0,-59.67130661,-59.48044968,-62.75952911,-59.31303406,-102.56059265,-103.01185608,-102.01916504,-103.55371094,4.99,-6.86,1.31,0,-59.67130661,-59.48044968,-62.75952911,-59.31303406,-102.56059265,-103.01185608,-102.01916504,-103.55371094
2026-05-21T08:41:05.956270,-20.93480667,55.28929167,-20.93479808,55.28937797,4.74,-6.53,1.41,0,-58.56159592,-59.82597351,-60.48203659,-59.11865234,-102.20980835,-102.80335236,-102.14704132,-103.57228851,4.74,-6.53,1.41,0,-58.56159592,-59.82597351,-60.48203659,-59.11865234,-102.20980835,-102.80335236,-102.14704132,-103.57228851
2026-05-21T08:41:06.996974,-20.93480667,55.28929167,-20.93479726,55.28937487,5.02,-6.67,1.78,0,-59.78173065,-58.98851395,-60.49967194,-59.98753738,-102.83119202,-102.54217529,-101.40788269,-102.96574402,5.02,-6.67,1.78,0,-59.78173065,-58.98851395,-60.49967194,-59.98753738,-102.83119202,-102.54217529,-101.40788269,-102.96574402
2026-05-21T08:41:08.043087,-20.934805,55.28929167,-20.93479594,55.28937297,4.99,-6.62,1.83,0,-60.18759155,-61.42148209,-60.53680038,-58.44483185,-101.36560059,-101.5619278,-100.64920807,-101.70367432,4.99,-6.62,1.83,0,-60.18759155,-61.42148209,-60.53680038,-58.44483185,-101.36560059,-101.5619278,-100.64920807,-101.70367432
2026-05-21T08:41:09.112367,-20.93480667,55.28929167,-20.93479682,55.28937238,5.24,-6.48,1.51,1,-59.08493042,-58.57226562,-60.13112259,-58.20120621,-101.52316284,-101.51552582,-100.60032654,-102.43821716,5.24,-6.48,1.51,1,-59.08493042,-58.57226562,-60.13112259,-58.20120621,-101.52316284,-101.51552582,-100.60032654,-102.43821716
2026-05-21T08:41:10.167418,-20.934805,55.28929167,-20.93479613,55.28937204,5.49,-6.34,1.36,0,-58.79999161,-59.79429626,-59.77426529,-58.58709335,-102.62757111,-102.88451385,-102.06159973,-103.4434433,5.49,-6.34,1.36,0,-58.79999161,-59.79429626,-59.77426529,-58.58709335,-102.62757111,-102.88451385,-102.06159973,-103.4434433
2026-05-21T08:41:11.221146,-20.934805,55.28929167,-20.93479321,55.28937148,5.6,-6.23,1.36,1,-60.16129303,-60.25655746,-58.48252869,-60.03395081,-102.2408905,-103.10894775,-102.1318512,-103.72506714,5.6,-6.23,1.36,1,-60.16129303,-60.25655746,-58.48252869,-60.03395081,-102.2408905,-103.10894775,-102.1318512,-103.72506714
2026-05-21T08:41:12.282327,-20.934805,55.28929167,-20.93478959,55.28937078,5.6,-6.22,1.36,1,-59.35205078,-60.75859833,-57.52434921,-58.0454483,-99.35917664,-98.89190674,-99.56752777,-99.41345978,5.6,-6.22,1.36,1,-59.35205078,-60.75859833,-57.52434921,-58.0454483,-99.35917664,-98.89190674,-99.56752777,-99.41345978
2026-05-21T08:41:13.336380,-20.934805,55.28929167,-20.93478783,55.28936945,5.58,-5.99,1.6,1,-58.92602539,-59.93085861,-59.15999222,-58.98483276,-102.77832031,-103.14925385,-102.08355713,-103.60375214,5.58,-5.99,1.6,1,-58.92602539,-59.93085861,-59.15999222,-58.98483276,-102.77832031,-103.14925385,-102.08355713,-103.60375214
2026-05-21T08:41:14.389455,-20.934805,55.28929167,-20.93478661,55.28936887,5.59,-5.99,1.6,2,-111.50185394,-108.48319244,-111.5225296,-110.15436554,-101.49695587,-102.80998993,-101.98795319,-103.76596832,5.59,-5.99,1.6,2,-111.50185394,-108.48319244,-111.5225296,-110.15436554,-101.49695587,-102.80998993,-101.98795319,-103.76596832
2026-05-21T08:41:15.458500,-20.934805,55.28929167,-20.93478954,55.28936923,6.28,-5.27,1.18,2,-60.03659439,-61.02147675,-56.42582321,-60.85497284,-102.67173004,-103.44995117,-102.41378784,-103.2290802,6.28,-5.27,1.18,2,-60.03659439,-61.02147675,-56.42582321,-60.85497284,-102.67173004,-103.44995117,-102.41378784,-103.2290802
2026-05-21T08:41:16.528793,-20.934805,55.28929167,-20.93479161,55.28936957,6.56,-4.98,1.23,2,-60.3080368,-59.41569901,-55.61487961,-59.796875,-98.10629272,-98.11878967,-97.07576752,-98.67848206,6.56,-4.98,1.23,2,-60.3080368,-59.41569901,-55.61487961,-59.796875,-98.10629272,-98.11878967,-97.07576752,-98.67848206
2026-05-21T08:41:17.590051,-20.934805,55.28929167,-20.93479409,55.2893701,6.82,-4.63,1.4,2,-60.64509201,-59.50802994,-54.87778091,-60.61529541,-101.66718292,-102.33504486,-101.3208847,-101.45982361,6.82,-4.63,1.4,2,-60.64509201,-59.50802994,-54.87778091,-60.61529541,-101.66718292,-102.33504486,-101.3208847,-101.45982361
2026-05-21T08:41:18.697606,-20.934805,55.28929167,-20.93479566,55.28937038,6.95,-4.43,1.41,2,-60.40545654,-60.10502243,-55.85334396,-60.22793961,-101.95271301,-102.84843445,-101.27294159,-102.83689117,6.95,-4.43,1.41,2,-60.40545654,-60.10502243,-55.85334396,-60.22793961,-101.95271301,-102.84843445,-101.27294159,-102.83689117
2026-05-21T08:41:19.738527,-20.934805,55.28929167,-20.93479583,55.28937051,7.0,-4.42,1.41,3,-115.77428436,-118.94420624,-115.25249481,-117.17800903,-102.84262848,-102.69835663,-101.17116547,-103.39115143,7.0,-4.42,1.41,3,-115.77428436,-118.94420624,-115.25249481,-117.17800903,-102.84262848,-102.69835663,-101.17116547,-103.39115143
2026-05-21T08:41:20.777830,-20.934805,55.28929167,-20.93479625,55.2893707,7.02,-4.4,1.41,2,-60.75402451,-61.08870697,-55.92721939,-60.28134537,-102.5219574,-103.24260712,-101.28492737,-103.68768311,7.02,-4.4,1.41,2,-60.75402451,-61.08870697,-55.92721939,-60.28134537,-102.5219574,-103.24260712,-101.28492737,-103.68768311
2026-05-21T08:41:21.816148,-20.934805,55.28929167,-20.93479646,55.28937083,7.06,-4.41,1.36,2,-60.03783417,-60.80973816,-55.95389557,-60.67046738,-89.89845276,-93.89245605,-92.44651031,-92.14093018,7.06,-4.41,1.36,2,-60.03783417,-60.80973816,-55.95389557,-60.67046738,-89.89845276,-93.89245605,-92.44651031,-92.14093018
2026-05-21T08:41:22.865879,-20.934805,55.28929167,-20.93479664,55.28937091,7.06,-4.41,1.36,2,-59.94215012,-61.17466354,-58.26828003,-62.22974396,-101.98616028,-101.28444672,-100.98191833,-103.34677124,7.06,-4.41,1.36,2,-59.94215012,-61.17466354,-58.26828003,-62.22974396,-101.98616028,-101.28444672,-100.98191833,-103.34677124
2026-05-21T08:41:23.935364,-20.934805,55.28929167,-20.93479432,55.28937011,6.72,-4.76,1.27,2,-59.30500031,-60.32468414,-57.49006653,-58.39982605,-97.12934113,-96.80158997,-97.90409088,-97.35182953,6.72,-4.76,1.27,2,-59.30500031,-60.32468414,-57.49006653,-58.39982605,-97.12934113,-96.80158997,-97.90409088,-97.35182953
2026-05-21T08:41:24.987457,-20.934805,55.28929167,-20.93479452,55.28937013,6.69,-4.8,1.27,2,-59.58086777,-61.68625259,-56.21159744,-61.77383804,-102.10675049,-102.4103241,-101.83323669,-102.26944733,6.69,-4.8,1.27,2,-59.58086777,-61.68625259,-56.21159744,-61.77383804,-102.10675049,-102.4103241,-101.83323669,-102.26944733
2026-05-21T08:41:26.045550,-20.934805,55.28929167,-20.93479483,55.28937031,6.71,-4.86,1.22,2,-62.15813828,-60.17217255,-56.39430237,-60.73281097,-102.63166809,-103.68874359,-102.06082153,-100.75814819,6.71,-4.86,1.22,2,-62.15813828,-60.17217255,-56.39430237,-60.73281097,-102.63166809,-103.68874359,-102.06082153,-100.75814819
2026-05-21T08:41:27.130153,-20.934805,55.28929167,-20.93479458,55.28937057,6.74,-4.89,1.17,2,-59.81628036,-59.76651001,-55.86167526,-61.16546631,-101.1502533,-101.80602264,-99.48995972,-101.61965179,6.74,-4.89,1.17,2,-59.81628036,-59.76651001,-55.86167526,-61.16546631,-101.1502533,-101.80602264,-99.48995972,-101.61965179
2026-05-21T08:41:28.217784,-20.934805,55.28929167,-20.93479321,55.28937039,6.74,-4.89,1.17,2,-59.90913773,-60.0941658,-56.11724472,-59.71421432,-97.72034454,-94.22097778,-95.74654388,-92.34018707,6.74,-4.89,1.17,2,-59.90913773,-60.0941658,-56.11724472,-59.71421432,-97.72034454,-94.22097778,-95.74654388,-92.34018707
2026-05-21T08:41:29.267740,-20.93480667,55.28929167,-20.93479246,55.28937,6.7,-4.87,1.17,2,-59.85606766,-59.78160095,-56.1437149,-60.69046402,-99.56512451,-99.34701538,-99.01313782,-100.0064621,6.7,-4.87,1.17,2,-59.85606766,-59.78160095,-56.1437149,-60.69046402,-99.56512451,-99.34701538,-99.01313782,-100.0064621
2026-05-21T08:41:30.342826,-20.93480667,55.28929167,-20.93479218,55.28936992,6.87,-4.71,1.59,2,-61.58303452,-59.95502472,-55.81915283,-59.46353912,-86.47357941,-91.18336487,-92.18082428,-91.30754089,6.87,-4.71,1.59,2,-61.58303452,-59.95502472,-55.81915283,-59.46353912,-86.47357941,-91.18336487,-92.18082428,-91.30754089
2026-05-21T08:41:31.442788,-20.93480667,55.28929167,-20.93479211,55.2893702,6.98,-4.64,1.55,2,-60.44197845,-61.8155632,-55.73461151,-60.99162292,-101.25032043,-101.48231506,-97.10166931,-98.58925629,6.98,-4.64,1.55,2,-60.44197845,-61.8155632,-55.73461151,-60.99162292,-101.25032043,-101.48231506,-97.10166931,-98.58925629
2026-05-21T08:41:32.501192,-20.93480667,55.28929167,-20.93479194,55.28937098,7.2,-4.48,1.27,3,-60.46215439,-60.52665329,-56.7780838,-58.97838211,-102.33760834,-103.1006546,-102.04486084,-103.23613739,7.2,-4.48,1.27,3,-60.46215439,-60.52665329,-56.7780838,-58.97838211,-102.33760834,-103.1006546,-102.04486084,-103.23613739
2026-05-21T08:41:33.546230,-20.93480667,55.28929167,-20.93484443,55.28934974,8.92,1.59,1.27,2,-59.41815567,-61.45186234,-56.7152977,-59.81654739,-102.00696564,-103.17632294,-101.277565,-102.77393341,8.92,1.59,1.27,2,-59.41815567,-61.45186234,-56.7152977,-59.81654739,-102.00696564,-103.17632294,-101.277565,-102.77393341
2026-05-21T08:41:34.632448,-20.93485333,55.28934667,-20.93487285,55.28935541,7.99,3.34,1.22,3,-59.71617126,-60.61436844,-56.95981216,-58.54697037,-102.534729,-102.85202026,-101.6714325,-102.98308563,7.99,3.34,1.22,3,-59.71617126,-60.61436844,-56.95981216,-58.54697037,-102.534729,-102.85202026,-101.6714325,-102.98308563
2026-05-21T08:41:35.710236,-20.93480833,55.28929167,-20.9348691,55.28935179,7.46,4.08,1.36,2,-59.72981644,-62.52264404,-58.32778931,-59.05221176,-103.13299561,-103.09408569,-101.60809326,-103.63803101,7.46,4.08,1.36,2,-59.72981644,-62.52264404,-58.32778931,-59.05221176,-103.13299561,-103.09408569,-101.60809326,-103.63803101
2026-05-21T08:41:36.751158,-20.93480833,55.28929167,-20.9348691,55.28935179,7.46,4.08,1.36,4,-110.1427002,-111.82122803,-110.83803558,-113.75759888,-98.96707153,-100.32643127,-98.93077087,-99.41959381,7.46,4.08,1.36,4,-110.1427002,-111.82122803,-110.83803558,-113.75759888,-98.96707153,-100.32643127,-98.93077087,-99.41959381
2026-05-21T08:41:37.835766,-20.93480833,55.28929167,-20.93486845,55.28934832,7.27,4.37,1.36,3,-60.27912903,-62.6190033,-57.12686539,-58.86400986,-97.66905975,-98.73828125,-96.820755,-97.20275879,7.27,4.37,1.36,3,-60.27912903,-62.6190033,-57.12686539,-58.86400986,-97.66905975,-98.73828125,-96.820755,-97.20275879
2026-05-21T08:41:38.890030,-20.93480833,55.28929333,-20.93486711,55.28934722,7.21,4.38,1.27,3,-60.34011841,-61.41453934,-55.94485092,-59.27971649,-102.29718781,-103.06954193,-102.0748291,-102.98648834,7.21,4.38,1.27,3,-60.34011841,-61.41453934,-55.94485092,-59.27971649,-102.29718781,-103.06954193,-102.0748291,-102.98648834
